"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Conventional Dendritic Cells","NK cells","ICAM2","ITGAL_ITGB2",0.00391634081037489,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","NK cells","ICAM1","ITGAX_ITGB2",0.00390737726972025,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"MAIT / CD161-like T cells","Naive CD4 T cells","LCK","CD8 receptor",0.00388912532400557,0,"LCK_CD8A_CD8B1","LCK - (CD8A+CD8B1)","LCK","Cell-Cell Contact","PMID: 25427562"
"Platelets","Conventional Dendritic Cells","ICAM2","ITGAM_ITGB2",0.00387630766973051,0.01,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Naive B cells","HLA-F","CD8A",0.00387275231500404,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Regulatory / Activated CD4 T cells","ITGB2","ICAM2",0.00386699064799936,0.02,"ITGB2_ICAM2","ITGB2 - ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","MAIT / CD161-like T cells","CD86","CD28",0.00386355341080556,0.01,"CD86_CD28","CD86 - CD28","CD86","Cell-Cell Contact","PMID: 23954143"
"Plasma cells","C1Q+ Monocytes","BTLA","TNFRSF14",0.00386214548490758,0,"BTLA_TNFRSF14","BTLA - TNFRSF14","BTLA","Secreted Signaling","PMID: 21941365"
"Classical Monocytes","C1Q+ Monocytes","ICAM2","ITGAL_ITGB2",0.00385875274957885,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Myeloid cells","SEMA4D","PLXNB2",0.00385117054650882,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Naive B cells","Gamma-delta Cytotoxic T cells","SEMA4D","CD72",0.00384677458852412,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"NK-like cells","Classical Monocytes","CD226","NECTIN2",0.00383448595337773,0,"CD226_NECTIN2","CD226 - NECTIN2","CD226","Cell-Cell Contact","PMID: 24440149"
"Classical Monocytes","NK-like cells","NECTIN2","CD226",0.00383448595337773,0,"NECTIN2_CD226","NECTIN2 - CD226","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","NK cells","HLA-F","CD8A",0.00383031086402381,0,"HLA-F_CD8A","HLA-F - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Classical Monocytes","JAM3","ITGAM_ITGB2",0.00383018307688369,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"MAIT / CD161-like T cells","Classical Monocytes","ICAM1","ITGAL_ITGB2",0.00382945326691308,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","MAIT / CD161-like T cells","ICOSLG","CD28",0.00382587938808926,0,"ICOSL_CD28","ICOSL - CD28","ICOS","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","C1Q+ Monocytes","HLA-DMA","CD4",0.0038221927465612,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","HLA-DOB","CD4",0.00381417073283329,0,"HLA-DOB_CD4","HLA-DOB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","MAIT / CD161-like T cells","BAG6","NCR3",0.00381318889741871,0,"BAG6_NCR3-PS","BAG6 - NCR3-PS","BAG","Secreted Signaling","PMID: 30021652"
"Monocytes","Classical Monocytes","ICAM1","ITGAL",0.00380367490280546,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"NK cells","Monocytes","ICAM2","ITGAL_ITGB2",0.00379057522351358,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Monocytes","CD226","NECTIN2",0.00377916408971169,0,"CD226_NECTIN2","CD226 - NECTIN2","CD226","Cell-Cell Contact","PMID: 24440149"
"Monocytes","NK-like cells","NECTIN2","CD226",0.00377916408971169,0,"NECTIN2_CD226","NECTIN2 - CD226","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Naive B cells","ICAM2","ITGAL_ITGB2",0.0037787163376607,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Naive B cells","JAM3","ITGAM_ITGB2",0.00376644346847084,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Naive B cells","Classical Monocytes","IL16","CD4",0.00376412682412208,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Plasma cells","Monocytes","HLA-DRB5","CD4",0.00375912102952962,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Myeloid cells","ICAM1","ITGAX_ITGB2",0.00375893923670436,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"Monocytes","Monocytes","THBS1","SDC4",0.00375803557269033,0,"THBS1_SDC4","THBS1 - SDC4","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","C1Q+ Monocytes","F11R","ITGAL_ITGB2",0.0037558152766976,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Conventional Dendritic Cells","NK-like cells","ICAM1","SPN",0.00374903290648439,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Monocytes","NK cells","F11R","ITGAL_ITGB2",0.00373549750732221,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Conventional Dendritic Cells","Conventional Dendritic Cells","ICAM1","ITGAL",0.00372269127454448,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Plasma cells","Myeloid cells","FCER2","ITGAM_ITGB2",0.00371580332971826,0,"FCER2A_ITGAM_ITGB2","FCER2A - (ITGAM+ITGB2)","CD23","Cell-Cell Contact","PMID: 7621072"
"Naive B cells","Gamma-delta Cytotoxic T cells","SELPLG","SELL",0.00371440760366505,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Naive B cells","Classical Monocytes","CCL3L3","CCR1",0.00370515435940072,0,"CCL3L3_CCR1","CCL3L3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MAIT / CD161-like T cells","Gamma-delta Cytotoxic T cells","SEMA4D","CD72",0.00370257610334796,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"MAIT / CD161-like T cells","Naive B cells","TNF","TNFRSF1B",0.0036984931903595,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"NK cells","Classical Monocytes","IL16","CD4",0.00369395548270822,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"C1Q+ Monocytes","Conventional Dendritic Cells","IL1B","IL1R1_IL1RAP",0.00369319792718377,0,"IL1B_IL1R1_IL1RAP","IL1B - (IL1R1+IL1RAP)","IL1","Secreted Signaling","KEGG: hsa04060"
"Monocytes","NK-like cells","CD69","KLRB1",0.00368967195128608,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Platelets","Plasma cells","F11R","ITGAL_ITGB2",0.00368426255802203,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Classical Monocytes","Naive B cells","F11R","ITGAL_ITGB2",0.00367790606177857,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Plasma cells","C1Q+ Monocytes","HLA-DOA","CD4",0.00367572859670034,0,"HLA-DOA_CD4","HLA-DOA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","MAIT / CD161-like T cells","ICAM1","SPN",0.00366967287493411,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Monocytes","Myeloid cells","SEMA4D","PLXNB2",0.00366638673362074,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Conventional Dendritic Cells","Monocytes","ICAM1","SPN",0.0036559208596839,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Conventional Dendritic Cells","Conventional Dendritic Cells","ICAM1","SPN",0.00365283328504434,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Myeloid cells","Monocytes","HLA-DMA","CD4",0.00362967345939735,0,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive CD4 T cells","HLA-DMA","CD4",0.00362942945604426,0.04,"HLA-DMA_CD4","HLA-DMA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","Myeloid cells","PECAM1","PECAM1",0.00362529890067335,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Naive CD4 T cells","PECAM1","PECAM1",0.00362529890067335,0,"PECAM1_PECAM1","PECAM1 - PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","SELPLG","SELL",0.00361891048871327,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Monocytes","Monocytes","ICAM2","ITGAM_ITGB2",0.00361510494006442,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","ICAM2","ITGAL_ITGB2",0.00361206895346427,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Monocytes","SEMA4D","PLXNB2",0.00361195419678808,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Regulatory / Activated CD4 T cells","Myeloid cells","ITGB2","ICAM1",0.00360853361452688,0.04,"ITGB2_ICAM1","ITGB2 - ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Classical Monocytes","ENTPD1","ADORA2B",0.00360562336259989,0,"ENTPD1_ADORA2B","ENTPD1 - ADORA2B","CD39","Cell-Cell Contact","PMID: 21677139"
"Plasma cells","C1Q+ Monocytes","JAM3","ITGAM_ITGB2",0.00360292333481471,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"Conventional Dendritic Cells","NK cells","F11R","ITGAL_ITGB2",0.00360270413174376,0,"JAM1_ITGAL_ITGB2","JAM1 - (ITGAL+ITGB2)","JAM","Cell-Cell Contact","PMID: 11812992"
"Gamma-delta Cytotoxic T cells","Conventional Dendritic Cells","HLA-DQA2","CD4",0.00360210401153158,0,"HLA-DQA2_CD4","HLA-DQA2 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Conventional Dendritic Cells","FLT3LG","FLT3",0.00359073106519461,0,"FLT3L_FLT3","FLT3L - FLT3","FLT3","Secreted Signaling","PMID: 25992210"
"MAIT / CD161-like T cells","Plasma cells","TNFSF14","TNFRSF14",0.0035838291910301,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Conventional Dendritic Cells","Naive CD4 T cells","ICAM1","ITGAL_ITGB2",0.00358101870366964,0.01,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","MAIT / CD161-like T cells","ICAM1","ITGAL_ITGB2",0.00357855344914701,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Plasma cells","SELPLG","SELL",0.00356298693278208,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"MAIT / CD161-like T cells","NK cells","TNFSF14","TNFRSF14",0.00356209248207284,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Classical Monocytes","NK cells","ICAM2","ITGAM_ITGB2",0.00355443031395989,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Classical Monocytes","LGALS9","HAVCR2",0.00355423768623336,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Classical Monocytes","Conventional Dendritic Cells","IL1B","IL1R1_IL1RAP",0.00355335823388851,0,"IL1B_IL1R1_IL1RAP","IL1B - (IL1R1+IL1RAP)","IL1","Secreted Signaling","KEGG: hsa04060"
"Naive B cells","Classical Monocytes","NAMPT","INSR",0.00355215993082996,0,"NAMPT_INSR","NAMPT - INSR","VISFATIN","Secreted Signaling","PMID: 28490838"
"Regulatory / Activated CD4 T cells","C1Q+ Monocytes","ICAM2","ITGAL_ITGB2",0.00354776466634239,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Conventional Dendritic Cells","HLA-DQA1","CD4",0.00354367886896285,0.02,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Gamma-delta Cytotoxic T cells","TNFSF14","TNFRSF14",0.00353698085991313,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Naive CD4 T cells","Monocytes","ICAM2","ITGAL_ITGB2",0.00353267252870874,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK cells","LAMB3","CD44",0.00353248328631374,0,"LAMB3_CD44","LAMB3 - CD44","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Monocytes","Gamma-delta Cytotoxic T cells","SEMA4D","CD72",0.00352489680250116,0,"SEMA4D_CD72","SEMA4D - CD72","SEMA4","Cell-Cell Contact","PMID: 22325954"
"Conventional Dendritic Cells","Classical Monocytes","THBS1","CD36",0.00352139226708501,0.02,"THBS1_CD36","THBS1 - CD36","THBS","ECM-Receptor","KEGG: hsa04512"
"MAIT / CD161-like T cells","Monocytes","JAM3","ITGAM_ITGB2",0.00352023123171395,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"C1Q+ Monocytes","Classical Monocytes","SEMA4D","PLXNB2",0.0035042461314711,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"MAIT / CD161-like T cells","Monocytes","TNF","TNFRSF1A",0.00349445927732456,0,"TNF_TNFRSF1A","TNF - TNFRSF1A","TNF","Secreted Signaling","KEGG: hsa04060"
"Regulatory / Activated CD4 T cells","Gamma-delta Cytotoxic T cells","CD40LG","CD40",0.0034935831743042,0,"CD40LG_CD40","CD40LG - CD40","CD40","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Monocytes","HLA-DOA","CD4",0.00349056068452061,0,"HLA-DOA_CD4","HLA-DOA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Gamma-delta Cytotoxic T cells","SELPLG","SELL",0.00348112358015818,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Platelets","MAIT / CD161-like T cells","F11R","JAM3",0.00347547227892263,0,"F11R_JAM3","F11R - JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Platelets","JAM3","F11R",0.00347547227892263,0,"JAM3_F11R","JAM3 - F11R","JAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Regulatory / Activated CD4 T cells","HLA-DRB5","CD4",0.00347484425653958,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive B cells","ICAM2","ITGAL_ITGB2",0.00347415612475905,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Regulatory / Activated CD4 T cells","HLA-DOA","CD4",0.00346636089593307,0,"HLA-DOA_CD4","HLA-DOA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Naive CD4 T cells","HLA-DRB5","CD4",0.0034647100172242,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Conventional Dendritic Cells","GRN","SORT1",0.00346347806485902,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"Classical Monocytes","Classical Monocytes","ICAM1","ITGAL",0.00344625968125148,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"C1Q+ Monocytes","Naive CD4 T cells","ICAM2","ITGAL_ITGB2",0.00344183558350026,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Naive CD4 T cells","ALCAM","CD6",0.00344034259333616,0,"ALCAM_CD6","ALCAM - CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","C1Q+ Monocytes","CD6","ALCAM",0.00344034259333616,0,"CD6_ALCAM","CD6 - ALCAM","CD6","Cell-Cell Contact","PMID: 23602662"
"Monocytes","Classical Monocytes","RETN","CAP1",0.00343932693389378,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"Monocytes","Conventional Dendritic Cells","GRN","SORT1",0.00343721381335689,0,"GRN_SORT1","GRN - SORT1","GRN","Secreted Signaling","PMID: 29555433"
"MAIT / CD161-like T cells","Regulatory / Activated CD4 T cells","TNFSF14","TNFRSF14",0.00343486925169118,0,"TNFSF14_TNFRSF14","TNFSF14 - TNFRSF14","LIGHT","Secreted Signaling","KEGG: hsa04060"
"Conventional Dendritic Cells","C1Q+ Monocytes","SEMA4D","PLXNB2",0.00343255435224133,0,"SEMA4D_PLXNB2","SEMA4D - PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782"
"Gamma-delta Cytotoxic T cells","MAIT / CD161-like T cells","ICOSLG","CD28",0.00341245913229582,0,"ICOSL_CD28","ICOSL - CD28","ICOS","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Conventional Dendritic Cells","SELPLG","SELL",0.00340898244747057,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"NK cells","Classical Monocytes","CD226","NECTIN2",0.00340849616138628,0,"CD226_NECTIN2","CD226 - NECTIN2","CD226","Cell-Cell Contact","PMID: 24440149"
"Classical Monocytes","NK cells","NECTIN2","CD226",0.00340849616138628,0,"NECTIN2_CD226","NECTIN2 - CD226","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Naive CD4 T cells","SELPLG","SELL",0.00340414497336707,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"NK cells","Classical Monocytes","ICAM2","ITGAL_ITGB2",0.00339014265549342,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","Naive CD4 T cells","IL16","CD4",0.00337884202434488,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"Naive B cells","Regulatory / Activated CD4 T cells","HLA-DQA1","CD4",0.00337731819570728,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","Myeloid cells","TNF","TNFRSF1A",0.00337601233053195,0,"TNF_TNFRSF1A","TNF - TNFRSF1A","TNF","Secreted Signaling","KEGG: hsa04060"
"MAIT / CD161-like T cells","Conventional Dendritic Cells","ICAM1","ITGAL_ITGB2",0.00336592509885774,0,"ICAM1_ITGAL_ITGB2","ICAM1 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","NK cells","ICAM1","SPN",0.00336273162481409,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Monocytes","Conventional Dendritic Cells","IL1B","IL1R2",0.0033624954509762,0,"IL1B_IL1R2","IL1B - IL1R2","IL1","Secreted Signaling","KEGG: hsa04060"
"NK cells","Monocytes","CD226","NECTIN2",0.00335929951962749,0,"CD226_NECTIN2","CD226 - NECTIN2","CD226","Cell-Cell Contact","PMID: 24440149"
"Monocytes","NK cells","NECTIN2","CD226",0.00335929951962749,0,"NECTIN2_CD226","NECTIN2 - CD226","NECTIN","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","NK cells","ICAM1","ITGAX_ITGB2",0.00334646347434943,0,"ICAM1_ITGAX_ITGB2","ICAM1 - (ITGAX+ITGB2)","ICAM","Cell-Cell Contact","PMID: 16252253"
"C1Q+ Monocytes","Naive CD4 T cells","IL16","CD4",0.0033464418201399,0.01,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"NK-like cells","Plasma cells","SELPLG","SELL",0.00333918103715809,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Classical Monocytes","Classical Monocytes","ICAM2","ITGAM_ITGB2",0.00333772944309923,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","NK cells","GZMA","F2R",0.00333369743742238,0,"GZMA_F2R","GZMA - F2R","PARs","Secreted Signaling","KEGG: hsa04080"
"Classical Monocytes","Naive B cells","ALCAM","CD6",0.00333360784867781,0,"ALCAM_CD6","ALCAM - CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Classical Monocytes","CD6","ALCAM",0.00333360784867781,0,"CD6_ALCAM","CD6 - ALCAM","CD6","Cell-Cell Contact","PMID: 23602662"
"MAIT / CD161-like T cells","MAIT / CD161-like T cells","TNF","TNFRSF1B",0.00333197979473751,0,"TNF_TNFRSF1B","TNF - TNFRSF1B","TNF","Secreted Signaling","KEGG: hsa04060"
"Classical Monocytes","Naive CD4 T cells","HLA-DQB1","CD4",0.00330914557421717,0,"HLA-DQB1_CD4","HLA-DQB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Regulatory / Activated CD4 T cells","HLA-DOB","CD4",0.0033054831964137,0,"HLA-DOB_CD4","HLA-DOB - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK-like cells","ICAM1","SPN",0.00330290908651779,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
"Naive B cells","Regulatory / Activated CD4 T cells","SELPLG","SELL",0.00330062479746305,0,"SELPLG_SELL","SELPLG - SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607"
"Plasma cells","Conventional Dendritic Cells","HLA-DRB5","CD4",0.0032972921169876,0,"HLA-DRB5_CD4","HLA-DRB5 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive B cells","CD40LG","ITGAM_ITGB2",0.00328560657571632,0,"CD40LG_ITGAM_ITGB2","CD40LG - (ITGAM+ITGB2)","CD40","Secreted Signaling","PMID: 28676852"
"Monocytes","Conventional Dendritic Cells","ICAM1","ITGAL",0.0032796917116857,0,"ICAM1_ITGAL","ICAM1 - ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662"
"Regulatory / Activated CD4 T cells","NK cells","ICAM2","ITGAM_ITGB2",0.003267887999596,0,"ICAM2_ITGAM_ITGB2","ICAM2 - (ITGAM+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","NK cells","LGALS9","HAVCR2",0.00326396626229409,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"C1Q+ Monocytes","NK-like cells","CD69","KLRB1",0.00325914084385793,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Conventional Dendritic Cells","C1Q+ Monocytes","ICAM2","ITGAL_ITGB2",0.00325599777554102,0,"ICAM2_ITGAL_ITGB2","ICAM2 - (ITGAL+ITGB2)","ICAM","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive B cells","RETN","CAP1",0.00324205933955274,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"Plasma cells","Conventional Dendritic Cells","JAM3","ITGAM_ITGB2",0.00322795850344287,0,"JAM3_ITGAM_ITGB2","JAM3 - (ITGAM+ITGB2)","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005"
"NK-like cells","Classical Monocytes","HLA-F","LILRB1",0.00322443204528423,0.03,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Monocytes","Monocytes","ICAM1","SPN",0.00322084127630178,0,"ICAM1_SPN","ICAM1 - SPN","ICAM","Cell-Cell Contact","PMID: 1683685"
